UnitNumber,Time,Setting1,Setting2,Setting3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,ma_5_Sensor1,ma_5_Sensor2,ma_5_Sensor3,ma_5_Sensor4,ma_5_Sensor5,ma_5_Sensor6,ma_5_Sensor7,ma_5_Sensor8,ma_5_Sensor9,ma_5_Sensor10,ma_5_Sensor11,ma_5_Sensor12,ma_5_Sensor13,ma_5_Sensor14,ma_5_Sensor15,ma_5_Sensor16,ma_5_Sensor17,ma_5_Sensor18,ma_5_Sensor19,ma_5_Sensor20,ma_5_Sensor21,sd_10_Sensor1,sd_10_Sensor2,sd_10_Sensor3,sd_10_Sensor4,sd_10_Sensor5,sd_10_Sensor6,sd_10_Sensor7,sd_10_Sensor8,sd_10_Sensor9,sd_10_Sensor10,sd_10_Sensor11,sd_10_Sensor12,sd_10_Sensor13,sd_10_Sensor14,sd_10_Sensor15,sd_10_Sensor16,sd_10_Sensor17,sd_10_Sensor18,sd_10_Sensor19,sd_10_Sensor20,sd_10_Sensor21,prob_250_Sensor1,prob_250_Sensor2,prob_250_Sensor3,prob_250_Sensor4,prob_250_Sensor5,prob_250_Sensor6,prob_250_Sensor7,prob_250_Sensor8,prob_250_Sensor9,prob_250_Sensor10,prob_250_Sensor11,prob_250_Sensor12,prob_250_Sensor13,prob_250_Sensor14,prob_250_Sensor15,prob_250_Sensor16,prob_250_Sensor17,prob_250_Sensor18,prob_250_Sensor19,prob_250_Sensor20,prob_250_Sensor21,RUL
46,146,-0.0005,-0.0003,100.0,518.67,642.79,1594.28,1413.17,14.62,21.61,552.73,2388.12,9080.61,1.30,47.74,520.97,2388.11,8153.86,8.4628,0.03,393,2388,100.00,38.61,23.1876,518.67,643.2099999999999,1593.214,1412.2199999999998,14.62,21.61,552.836,2388.1040000000003,9083.828,1.3,47.684,520.988,2388.106,8156.702,8.466460000000001,0.03,394.0,2388.0,100.0,38.641999999999996,23.2394,0.0,0.3294373992126677,2.740690423962543,3.280347694986008,1.7763568394002505E-15,3.552713678800501E-15,0.3799592083369187,0.028089143810307828,3.3739496143243346,2.220446049250313E-16,0.06887670143089097,0.2641287564806191,0.02451530134417994,2.613028893831888,0.01741796773449762,6.938893903907228E-18,0.5385164807134505,0.0,0.0,0.0990403957988862,0.03285504679649693,1.0,0.02054794520547945,0.00684931506849315,0.00684931506849315,1.0,1.0,0.00684931506849315,0.0547945205479452,0.00684931506849315,1.0,0.02054794520547945,0.00684931506849315,0.06164383561643835,0.00684931506849315,0.02054794520547945,1.0,0.3013698630136986,1.0,1.0,0.0136986301369863,0.00684931506849315,47 
47,73,0.0019,-0.0003,100.0,518.67,642.73,1587.09,1402.79,14.62,21.61,553.05,2388.16,9038.32,1.30,47.44,521.29,2388.14,8125.57,8.4586,0.03,392,2388,100.00,38.79,23.2595,518.67,642.642,1589.1060000000002,1410.554,14.62,21.61,553.1940000000001,2388.1539999999995,9040.144,1.3,47.518,520.976,2388.15,8123.364,8.444579999999998,0.03,392.8,2388.0,100.0,38.775999999999996,23.27794,0.0,0.2622975409720851,3.749399418573601,4.5394162620319705,1.7763568394002505E-15,3.552713678800501E-15,0.35156222777766083,0.018138357147219362,3.852962626343643,2.220446049250313E-16,0.1375536259064079,0.45307946322913395,0.040987803063812216,3.739848125258634,0.01757100167890249,6.938893903907228E-18,0.9797958971132712,0.0,0.0,0.07152621896899067,0.061143156608078585,1.0,0.0273972602739726,0.0273972602739726,0.0136986301369863,1.0,1.0,0.0136986301369863,0.0958904109589041,0.0136986301369863,1.0,0.0136986301369863,0.0136986301369863,0.0958904109589041,0.0136986301369863,0.0136986301369863,1.0,0.1780821917808219,1.0,1.0,0.0547945205479452,0.0136986301369863,135 
48,78,0.0022,-0.0003,100.0,518.67,642.77,1591.34,1402.73,14.62,21.61,553.83,2388.10,9054.14,1.30,47.70,522.03,2388.15,8137.24,8.4515,0.03,393,2388,100.00,38.80,23.3238,518.67,642.5319999999999,1591.1180000000002,1405.6399999999999,14.62,21.61,553.672,2388.082,9058.638,1.3,47.55,521.676,2388.1079999999997,8136.248,8.431000000000001,0.03,392.8,2388.0,100.0,38.870000000000005,23.309379999999997,0.0,0.29645404365599354,2.77608519321723,3.5981107542709183,1.7763568394002505E-15,3.552713678800501E-15,0.26700000000000873,0.015132745950343184,3.6966952809233873,2.220446049250313E-16,0.10256705123966622,0.30832612604190157,0.03163858403910194,2.1724124838527423,0.010565055607993574,6.938893903907228E-18,0.7483314773547883,0.0,0.0,0.07803204469959818,0.0562218151610206,1.0,0.01282051282051282,0.02564102564102564,0.01282051282051282,1.0,0.9871794871794872,0.01282051282051282,0.16666666666666666,0.01282051282051282,1.0,0.01282051282051282,0.01282051282051282,0.02564102564102564,0.02564102564102564,0.02564102564102564,1.0,0.3076923076923077,1.0,1.0,0.038461538461538464,0.01282051282051282,92 
49,303,-0.0055,0.0001,100.0,518.67,643.21,1607.55,1425.30,14.62,21.61,552.00,2388.21,9052.48,1.30,48.01,520.27,2388.22,8132.46,8.5168,0.03,396,2388,100.00,38.56,23.1167,518.67,643.3620000000001,1598.836,1422.364,14.62,21.61,552.134,2388.2239999999997,9052.685999999998,1.3,47.92,520.5440000000001,2388.216,8128.836,8.49558,0.03,395.6,2388.0,100.0,38.642,23.11916,0.0,0.2696367927416452,5.124580080357806,3.8518956372155335,1.7763568394002505E-15,3.552713678800501E-15,0.3691896531594653,0.03144837038699911,4.3583460165525105,2.220446049250313E-16,0.062297672508689284,0.2479032069175415,0.026758176320539156,3.6182206953142186,0.02059038853445916,6.938893903907228E-18,0.9000000000000001,0.0,0.0,0.11342398335449165,0.06103667422132281,1.0,0.0033003300330033004,0.0033003300330033004,0.0033003300330033004,1.0,0.9537953795379538,0.006600660066006601,0.009900990099009901,0.0033003300330033004,1.0,0.006600660066006601,0.0033003300330033004,0.0231023102310231,0.0033003300330033004,0.0033003300330033004,1.0,0.013201320132013201,1.0,1.0,0.0033003300330033004,0.0033003300330033004,21 
50,74,0.0000,0.0004,100.0,518.67,642.66,1582.59,1397.65,14.62,21.61,553.18,2388.05,9066.84,1.30,47.50,521.91,2388.06,8142.07,8.4719,0.03,393,2388,100.00,38.98,23.2910,518.67,642.482,1584.9360000000001,1403.2779999999998,14.62,21.61,553.96,2388.042,9063.844000000001,1.3,47.501999999999995,522.108,2388.0679999999998,8143.272,8.44556,0.03,392.6,2388.0,100.0,38.912,23.287419999999997,0.0,0.13373481222179784,4.294964493450458,4.2857607259388715,1.7763568394002505E-15,3.552713678800501E-15,0.3030000000000183,0.014832396974177835,3.7550607185505536,2.220446049250313E-16,0.13468481725866555,0.28385911998736885,0.020999999999997142,2.7950186045891723,0.020103206211945397,6.938893903907228E-18,0.8,0.0,0.0,0.06462197768561381,0.06044623147889369,1.0,0.02702702702702703,0.013513513513513514,0.013513513513513514,1.0,0.9459459459459459,0.013513513513513514,0.14864864864864866,0.013513513513513514,1.0,0.06756756756756757,0.013513513513513514,0.10810810810810811,0.013513513513513514,0.013513513513513514,1.0,0.25675675675675674,1.0,1.0,0.08108108108108109,0.013513513513513514,79 
51,144,0.0003,0.0004,100.0,518.67,642.56,1585.08,1406.60,14.62,21.61,553.58,2388.10,9053.37,1.30,47.50,521.25,2388.12,8127.61,8.4577,0.03,394,2388,100.00,38.77,23.3108,518.67,642.646,1590.4820000000002,1403.716,14.62,21.61,553.376,2388.1180000000004,9056.836,1.3,47.494,521.366,2388.0980000000004,8131.122,8.4583,0.03,392.6,2388.0,100.0,38.86,23.29518,0.0,0.24874886934416157,4.783326875721561,3.4483555501136833,1.7763568394002505E-15,3.552713678800501E-15,0.2710442768257639,0.028653097563771473,6.77611400435401,2.220446049250313E-16,0.07707788269017268,0.21690781452035374,0.02154065922856487,2.723266421046714,0.02190837511090251,6.938893903907228E-18,0.6708203932499369,0.0,0.0,0.13075167302944896,0.05785864239679339,1.0,0.013888888888888888,0.006944444444444444,0.006944444444444444,1.0,0.9930555555555556,0.013888888888888888,0.09722222222222222,0.027777777777777776,1.0,0.027777777777777776,0.013888888888888888,0.09722222222222222,0.013888888888888888,0.020833333333333332,1.0,0.0763888888888889,1.0,1.0,0.020833333333333332,0.013888888888888888,114 
52,189,0.0028,-0.0002,100.0,518.67,643.15,1600.96,1412.05,14.62,21.61,553.19,2388.11,9122.60,1.30,47.55,521.27,2388.07,8192.02,8.4645,0.03,395,2388,100.00,38.66,23.2110,518.67,642.706,1594.1299999999999,1410.1219999999998,14.62,21.61,553.388,2388.1,9111.554,1.3,47.604,521.3860000000001,2388.058,8189.138000000001,8.44614,0.03,394.0,2388.0,100.0,38.773999999999994,23.255959999999998,0.0,0.3371646482061953,5.27837181335309,2.250670122430239,1.7763568394002505E-15,3.552713678800501E-15,0.2257454318474533,0.030999999999938802,6.614705511207737,2.220446049250313E-16,0.10002499687578113,0.24999199987198745,0.023151673805527965,7.172200220294963,0.020470830466788582,6.938893903907228E-18,0.8306623862918073,0.0,0.0,0.1132431013351374,0.05503948037545459,1.0,0.005291005291005291,0.005291005291005291,0.005291005291005291,1.0,0.8783068783068783,0.005291005291005291,0.015873015873015872,0.005291005291005291,1.0,0.005291005291005291,0.005291005291005291,0.037037037037037035,0.005291005291005291,0.005291005291005291,1.0,0.042328042328042326,1.0,1.0,0.005291005291005291,0.005291005291005291,29 
53,164,-0.0021,-0.0004,100.0,518.67,642.87,1602.76,1418.18,14.62,21.61,553.09,2388.08,9102.33,1.30,47.75,520.98,2388.05,8180.97,8.4702,0.03,394,2388,100.00,38.64,23.1671,518.67,642.8399999999999,1592.36,1411.304,14.62,21.61,552.984,2388.0719999999997,9106.894,1.3,47.708000000000006,520.922,2388.078,8178.882,8.46054,0.03,393.8,2388.0,100.0,38.696000000000005,23.23828,0.0,0.27419153889208053,4.40911340294169,4.795802435463717,1.7763568394002505E-15,3.552713678800501E-15,0.45400550657454797,0.024186773244859548,5.210122935210073,2.220446049250313E-16,0.11208925015361697,0.36257964642266544,0.03322649545166398,2.706425871883581,0.026203032267277496,6.938893903907228E-18,1.1661903789690602,0.0,0.0,0.07189575787207565,0.04711612887324244,1.0,0.012195121951219513,0.006097560975609756,0.012195121951219513,1.0,0.9878048780487805,0.006097560975609756,0.07317073170731707,0.006097560975609756,1.0,0.006097560975609756,0.012195121951219513,0.08536585365853659,0.006097560975609756,0.012195121951219513,1.0,0.12804878048780488,1.0,1.0,0.018292682926829267,0.006097560975609756,26 
54,121,-0.0019,0.0000,100.0,518.67,642.43,1580.89,1399.84,14.62,21.61,555.07,2388.05,9064.43,1.30,47.34,522.28,2387.97,8143.64,8.3926,0.03,392,2388,100.00,38.95,23.4385,518.67,642.424,1585.1280000000002,1402.3719999999998,14.62,21.607999999999997,554.288,2388.018,9062.616,1.3,47.276,522.1619999999999,2387.9919999999997,8145.636,8.41928,0.03,392.2,2388.0,100.0,39.044000000000004,23.443099999999998,0.0,0.2542518436511059,4.904497935568939,3.0973474135136905,1.7763568394002505E-15,0.003999999999999205,0.3924550929724321,0.03144837038707719,3.006165165122928,2.220446049250313E-16,0.07993122043357133,0.1910392629801374,0.024515301344350596,2.67188622512265,0.015124354531681695,6.938893903907228E-18,1.044030650891055,0.0,0.0,0.09455157322858188,0.04492157610770111,1.0,0.008264462809917356,0.01652892561983471,0.024793388429752067,1.0,0.9008264462809917,0.008264462809917356,0.024793388429752067,0.008264462809917356,1.0,0.024793388429752067,0.01652892561983471,0.03305785123966942,0.008264462809917356,0.01652892561983471,1.0,0.38016528925619836,1.0,1.0,0.04132231404958678,0.008264462809917356,97 
55,113,-0.0059,0.0002,100.0,518.67,642.20,1585.68,1399.63,14.62,21.61,553.37,2388.09,9056.16,1.30,47.50,521.92,2388.04,8135.62,8.4276,0.03,393,2388,100.00,38.93,23.3438,518.67,642.448,1587.7640000000001,1404.776,14.62,21.61,553.8,2388.068,9058.526000000002,1.3,47.398,522.138,2388.078,8140.2880000000005,8.42574,0.03,392.8,2388.0,100.0,38.996,23.34284,0.0,0.2801428207182755,3.4482733360335516,4.369039825865607,1.7763568394002505E-15,3.552713678800501E-15,0.24819548746905817,0.024103941586308436,4.662439382984085,2.220446049250313E-16,0.10872442227944958,0.3684073832050602,0.0207123151772583,3.2603068873958665,0.01740531240742339,6.938893903907228E-18,0.6708203932499369,0.0,0.0,0.08754427451295689,0.07021091724226368,1.0,0.02654867256637168,0.017699115044247787,0.008849557522123894,1.0,0.9911504424778761,0.008849557522123894,0.061946902654867256,0.035398230088495575,1.0,0.02654867256637168,0.017699115044247787,0.13274336283185842,0.02654867256637168,0.02654867256637168,1.0,0.3008849557522124,1.0,1.0,0.04424778761061947,0.017699115044247787,137 
56,136,-0.0028,-0.0005,100.0,518.67,643.32,1598.60,1416.85,14.62,21.61,551.45,2388.23,9035.55,1.30,48.02,520.00,2388.23,8116.70,8.5235,0.03,395,2388,100.00,38.51,23.1772,518.67,643.442,1594.816,1423.4059999999997,14.62,21.61,552.052,2388.262,9044.960000000001,1.3,47.962,520.038,2388.246,8118.129999999999,8.505959999999998,0.03,395.0,2388.0,100.0,38.523999999999994,23.06972,0.0,0.28583386783234116,3.90592895480704,5.23048802694356,1.7763568394002505E-15,3.552713678800501E-15,0.23452931586475745,0.03187475490112643,4.54923960679161,2.220446049250313E-16,0.08870738413458097,0.2570291812226921,0.03645545226718238,2.8048852026419073,0.01636334012358118,6.938893903907228E-18,0.6999999999999998,0.0,0.0,0.09529428104561236,0.07937484236204789,1.0,0.014705882352941176,0.007352941176470588,0.029411764705882353,1.0,1.0,0.007352941176470588,0.029411764705882353,0.007352941176470588,1.0,0.007352941176470588,0.014705882352941176,0.058823529411764705,0.007352941176470588,0.014705882352941176,1.0,0.23529411764705882,1.0,1.0,0.022058823529411766,0.022058823529411766,15 
57,160,0.0035,-0.0001,100.0,518.67,642.17,1590.38,1411.95,14.62,21.61,552.43,2388.11,9043.80,1.30,47.59,521.61,2388.19,8131.76,8.4603,0.03,394,2388,100.00,38.77,23.2910,518.67,642.648,1588.9540000000002,1412.7719999999997,14.62,21.61,553.068,2388.12,9048.467999999999,1.3,47.542,521.2,2388.1440000000002,8130.798000000001,8.452580000000001,0.03,394.2,2388.0,100.0,38.794,23.21798,0.0,0.25772271921583495,3.0018562590503675,3.6518309106529063,1.7763568394002505E-15,3.552713678800501E-15,0.45703829161243775,0.028089143810348303,4.528039752475918,2.220446049250313E-16,0.08720091742636654,0.41110704202190146,0.03257299494981064,2.170287768937533,0.03411430198611713,6.938893903907228E-18,0.8306623862918073,0.0,0.0,0.07896834808959878,0.06246688802877913,1.0,0.0125,0.00625,0.00625,1.0,0.99375,0.00625,0.14375,0.00625,1.0,0.04375,0.01875,0.0125,0.0125,0.00625,1.0,0.13125,1.0,1.0,0.0375,0.03125,103 
58,176,0.0000,0.0005,100.0,518.67,643.01,1596.72,1418.42,14.62,21.61,553.07,2388.24,9058.12,1.30,47.78,521.20,2388.20,8128.82,8.4970,0.03,392,2388,100.00,38.46,23.1747,518.67,642.9980000000002,1593.1680000000001,1417.984,14.62,21.61,552.754,2388.176,9056.024000000001,1.3,47.762,521.0219999999999,2388.1760000000004,8132.567999999999,8.47186,0.03,393.6,2388.0,100.0,38.698,23.241899999999998,0.0,0.27137428028463556,4.141524477773863,3.5212321707039016,1.7763568394002505E-15,3.552713678800501E-15,0.44461331514024044,0.043405068828354695,3.7838652195868536,2.220446049250313E-16,0.0636867333123629,0.20661316511782415,0.02323790007714509,3.644875306509048,0.02650400913069582,6.938893903907228E-18,1.02469507659596,0.0,0.0,0.12081390648431115,0.05628890210334538,1.0,0.017045454545454544,0.005681818181818182,0.005681818181818182,1.0,0.9943181818181818,0.005681818181818182,0.005681818181818182,0.005681818181818182,1.0,0.011363636363636364,0.005681818181818182,0.017045454545454544,0.017045454545454544,0.005681818181818182,1.0,0.3806818181818182,1.0,1.0,0.005681818181818182,0.011363636363636364,37 
59,94,-0.0007,-0.0004,100.0,518.67,642.18,1584.24,1401.21,14.62,21.61,553.72,2388.00,9055.00,1.30,47.08,521.78,2388.05,8140.39,8.4267,0.03,390,2388,100.00,38.92,23.4337,518.67,642.198,1585.4479999999999,1400.4940000000001,14.62,21.61,554.05,2388.036,9056.905999999999,1.3,47.238,521.948,2388.054,8139.924000000001,8.42686,0.03,391.6,2388.0,100.0,38.95399999999999,23.42486,0.0,0.2823047998174899,4.9768935090073825,4.183346148718759,1.7763568394002505E-15,3.552713678800501E-15,0.319724881734294,0.027946377224964045,3.263723180663229,2.220446049250313E-16,0.11335342959081703,0.38861420457827445,0.010049875621136637,2.0863003139529286,0.016494074693658982,6.938893903907228E-18,0.9797958971132713,0.0,0.0,0.06630233781700404,0.07426630528038948,1.0,0.010638297872340425,0.010638297872340425,0.02127659574468085,1.0,0.925531914893617,0.010638297872340425,0.10638297872340426,0.02127659574468085,1.0,0.031914893617021274,0.010638297872340425,0.0851063829787234,0.010638297872340425,0.02127659574468085,1.0,0.1276595744680851,1.0,1.0,0.0425531914893617,0.010638297872340425,114 
60,147,-0.0003,-0.0003,100.0,518.67,642.86,1592.46,1402.77,14.62,21.61,553.31,2388.12,9054.22,1.30,47.53,521.66,2388.07,8136.13,8.4484,0.03,394,2388,100.00,38.87,23.2971,518.67,642.646,1590.306,1409.598,14.62,21.61,553.1499999999999,2388.114,9055.728,1.3,47.53,521.1859999999999,2388.106,8135.158,8.422500000000001,0.03,393.6,2388.0,100.0,38.82,23.314799999999998,0.0,0.29633764526294837,3.2903405598813387,4.4973735668721,1.7763568394002505E-15,3.552713678800501E-15,0.44220357302944935,0.022449944320607023,3.340067214892662,2.220446049250313E-16,0.07334848328356912,0.2873743203558659,0.030016662039565576,4.1007107920457315,0.018284474288313535,6.938893903907228E-18,1.0049875621120892,0.0,0.0,0.05257375771237864,0.05021502165687029,1.0,0.02040816326530612,0.013605442176870748,0.006802721088435374,1.0,0.9795918367346939,0.013605442176870748,0.04081632653061224,0.013605442176870748,1.0,0.034013605442176874,0.006802721088435374,0.11564625850340136,0.013605442176870748,0.013605442176870748,1.0,0.17687074829931973,1.0,1.0,0.04081632653061224,0.02040816326530612,100 
61,159,0.0032,0.0002,100.0,518.67,643.29,1603.16,1414.17,14.62,21.61,552.74,2388.16,9065.79,1.30,47.81,520.97,2388.17,8147.51,8.4725,0.03,395,2388,100.00,38.64,23.1314,518.67,642.954,1597.1239999999998,1418.7259999999999,14.62,21.61,552.51,2388.144,9067.164,1.3,47.754000000000005,520.7119999999999,2388.182,8145.0960000000005,8.48056,0.03,394.4,2388.0,100.0,38.636,23.22566,0.0,0.28389434654462953,3.8500077921999196,4.386110463725224,1.7763568394002505E-15,3.552713678800501E-15,0.36739080010256225,0.028999999999985385,2.861383581416474,2.220446049250313E-16,0.06132699242584684,0.37103234360363696,0.036619666847216854,1.990509733711478,0.011709829204561603,6.938893903907228E-18,1.1,0.0,0.0,0.08734414691322996,0.05472597555092139,1.0,0.012578616352201259,0.006289308176100629,0.012578616352201259,1.0,0.949685534591195,0.012578616352201259,0.018867924528301886,0.025157232704402517,1.0,0.012578616352201259,0.006289308176100629,0.018867924528301886,0.012578616352201259,0.006289308176100629,1.0,0.018867924528301886,1.0,1.0,0.012578616352201259,0.006289308176100629,21 
62,232,-0.0029,-0.0005,100.0,518.67,642.83,1594.78,1407.86,14.62,21.61,553.81,2388.03,9096.20,1.30,47.52,521.20,2388.06,8162.08,8.4622,0.03,394,2388,100.00,38.75,23.2719,518.67,642.676,1595.522,1411.508,14.62,21.61,553.458,2388.066,9092.784,1.3,47.534000000000006,521.392,2388.0600000000004,8166.988,8.450479999999999,0.03,394.0,2388.0,100.0,38.72,23.23426,0.0,0.360610593299761,3.902640772605123,2.881891045823923,1.7763568394002505E-15,3.552713678800501E-15,0.27565195446431323,0.04158124577252663,4.020044278363281,2.220446049250313E-16,0.08729833904490963,0.27915766154629496,0.021656407827659672,4.317416357035902,0.015921859187921217,6.938893903907228E-18,1.1135528725660044,0.0,0.0,0.0642572953056694,0.0810565753039199,1.0,0.008620689655172414,0.004310344827586207,0.004310344827586207,1.0,0.9224137931034483,0.01293103448275862,0.09051724137931035,0.004310344827586207,1.0,0.008620689655172414,0.004310344827586207,0.0603448275862069,0.004310344827586207,0.004310344827586207,1.0,0.04741379310344827,1.0,1.0,0.01293103448275862,0.004310344827586207,54 
63,155,-0.0019,-0.0003,100.0,518.67,643.26,1592.19,1412.74,14.62,21.61,552.80,2388.19,9052.57,1.30,47.79,521.17,2388.17,8131.30,8.4704,0.03,393,2388,100.00,38.80,23.2344,518.67,642.8100000000001,1592.194,1410.436,14.62,21.61,552.4780000000001,2388.158,9051.82,1.3,47.682,521.214,2388.16,8128.572,8.47206,0.03,393.6,2388.0,100.0,38.693999999999996,23.253400000000006,0.0,0.35397175028524164,3.7870827823009043,3.257785904567738,1.7763568394002505E-15,3.552713678800501E-15,0.4308607663735472,0.027221315177623513,4.152298279266544,2.220446049250313E-16,0.0775628777186603,0.25104581255220915,0.016999999999956453,3.3221362103320637,0.030671388948008003,6.938893903907228E-18,0.7810249675906655,0.0,0.0,0.08911228871485581,0.042067290143292815,1.0,0.012903225806451613,0.0064516129032258064,0.012903225806451613,1.0,0.9935483870967742,0.0064516129032258064,0.03870967741935484,0.01935483870967742,1.0,0.0064516129032258064,0.012903225806451613,0.05161290322580645,0.01935483870967742,0.0064516129032258064,1.0,0.3548387096774194,1.0,1.0,0.03870967741935484,0.01935483870967742,72 
64,168,0.0012,0.0004,100.0,518.67,643.01,1597.94,1417.14,14.62,21.61,552.05,2388.22,9056.25,1.30,47.73,520.97,2388.13,8133.00,8.4665,0.03,394,2388,100.00,38.61,23.1670,518.67,643.2059999999999,1596.5359999999996,1418.1960000000001,14.62,21.61,552.4040000000001,2388.194,9054.616,1.3,47.763999999999996,520.618,2388.178,8136.058,8.475800000000001,0.03,394.0,2388.0,100.0,38.63000000000001,23.15574,0.0,0.24316455333786127,4.102345670467074,3.031591826087398,1.7763568394002505E-15,3.552713678800501E-15,0.3881700658216648,0.030149626863310366,2.923313359870986,2.220446049250313E-16,0.09889893831583783,0.3774122414548816,0.032924155266267664,2.8923824090186843,0.02233549865125014,6.938893903907228E-18,0.5385164807134505,0.0,0.0,0.06779380502671238,0.06524171671561081,1.0,0.011904761904761904,0.011904761904761904,0.005952380952380952,1.0,0.9940476190476191,0.005952380952380952,0.011904761904761904,0.005952380952380952,1.0,0.011904761904761904,0.011904761904761904,0.03571428571428571,0.011904761904761904,0.005952380952380952,1.0,0.20238095238095238,1.0,1.0,0.005952380952380952,0.005952380952380952,28 
65,71,0.0012,0.0000,100.0,518.67,641.75,1588.10,1398.17,14.62,21.60,554.39,2388.03,9063.17,1.30,47.10,522.65,2388.03,8153.06,8.4240,0.03,392,2388,100.00,39.19,23.3270,518.67,641.888,1586.0079999999998,1400.672,14.62,21.607999999999997,554.52,2387.998,9065.268,1.3,47.182,522.282,2388.01,8150.337999999999,8.41732,0.03,391.4,2388.0,100.0,39.018,23.39488,0.0,0.28939419482774625,4.417587690131318,3.8982330612727667,1.7763568394002505E-15,0.003999999999999205,0.27557213211788967,0.0328785644455982,3.13223881592696,2.220446049250313E-16,0.10141005867269728,0.28866070047722053,0.04759201613714616,3.7376651802964913,0.0231777673644378,6.938893903907228E-18,0.9165151389911681,0.0,0.0,0.12565428763078437,0.05875137785618293,1.0,0.04225352112676056,0.014084507042253521,0.014084507042253521,1.0,0.19718309859154928,0.028169014084507043,0.11267605633802817,0.014084507042253521,1.0,0.04225352112676056,0.014084507042253521,0.11267605633802817,0.014084507042253521,0.014084507042253521,1.0,0.36619718309859156,1.0,1.0,0.028169014084507043,0.028169014084507043,128 
66,147,-0.0014,-0.0003,100.0,518.67,643.34,1599.38,1422.98,14.62,21.61,552.06,2388.09,9122.30,1.30,47.92,520.75,2388.11,8197.69,8.4838,0.03,396,2388,100.00,38.61,23.0669,518.67,643.434,1597.5679999999998,1420.9560000000001,14.62,21.61,552.1740000000001,2388.114,9123.116,1.3,47.886,520.696,2388.106,8192.294,8.48484,0.03,395.2,2388.0,100.0,38.612,23.16328,0.0,0.21234170574805192,4.064435508161027,3.632752262403793,1.7763568394002505E-15,3.552713678800501E-15,0.37464783463939844,0.03709447398194172,6.833401495594815,2.220446049250313E-16,0.11196428001822849,0.30919896506940786,0.02722131517758342,5.532575259316576,0.024803225596683836,6.938893903907228E-18,0.9797958971132713,0.0,0.0,0.07483314773547885,0.06823959554393641,1.0,0.02040816326530612,0.013605442176870748,0.006802721088435374,1.0,1.0,0.006802721088435374,0.12244897959183673,0.006802721088435374,1.0,0.006802721088435374,0.006802721088435374,0.09523809523809523,0.006802721088435374,0.006802721088435374,1.0,0.05442176870748299,1.0,1.0,0.027210884353741496,0.006802721088435374,14 
67,71,0.0012,0.0001,100.0,518.67,642.39,1593.86,1409.97,14.62,21.61,554.52,2388.12,9046.26,1.30,47.27,521.75,2388.11,8141.98,8.3732,0.03,392,2388,100.00,38.78,23.2914,518.67,642.4159999999999,1587.6399999999999,1403.51,14.62,21.61,554.1220000000001,2388.0620000000004,9056.652,1.3,47.29600000000001,521.8299999999999,2388.052,8136.795999999999,8.40998,0.03,392.0,2388.0,100.0,38.892,23.323839999999997,0.0,0.1829316812364767,3.882066460018397,3.632110268149914,1.7763568394002505E-15,3.552713678800501E-15,0.31020799473901,0.03903844259182514,3.94323737555814,2.220446049250313E-16,0.09329523031752418,0.40376354466444314,0.033541019662523965,4.951602164956123,0.024512037858978326,6.938893903907228E-18,1.32664991614216,0.0,0.0,0.09828529900244473,0.03487124316682781,1.0,0.028169014084507043,0.014084507042253521,0.014084507042253521,1.0,0.9577464788732394,0.04225352112676056,0.014084507042253521,0.014084507042253521,1.0,0.07042253521126761,0.028169014084507043,0.04225352112676056,0.014084507042253521,0.014084507042253521,1.0,0.43661971830985913,1.0,1.0,0.028169014084507043,0.014084507042253521,77 
68,187,-0.0015,-0.0004,100.0,518.67,643.21,1602.07,1427.25,14.62,21.61,552.00,2388.20,9086.59,1.30,48.04,520.47,2388.22,8160.32,8.4867,0.03,396,2388,100.00,38.63,23.1989,518.67,643.588,1600.774,1422.718,14.62,21.61,551.7180000000001,2388.208,9086.045999999998,1.3,47.98,520.124,2388.1959999999995,8158.082,8.50188,0.03,396.2,2388.0,100.0,38.562,23.16446,0.0,0.32076315249727916,4.066182607803054,3.61273705104593,1.7763568394002505E-15,3.552713678800501E-15,0.42904661751375245,0.03383784863141704,3.7543560033647445,2.220446049250313E-16,0.09571311299921183,0.2048438429633687,0.02570992026433177,3.3543607438674528,0.02080274260764681,6.938893903907228E-18,0.7483314773547883,0.0,0.0,0.10670051546267136,0.06492129388729072,1.0,0.0106951871657754,0.0053475935828877,0.0053475935828877,1.0,0.9732620320855615,0.0106951871657754,0.0106951871657754,0.0053475935828877,1.0,0.0053475935828877,0.0053475935828877,0.0106951871657754,0.0053475935828877,0.0106951871657754,1.0,0.03208556149732621,1.0,1.0,0.0213903743315508,0.0106951871657754,8 
